CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Actual_Churn,Predicted_Churn
252441.0,18.0,0,24.0,28.0,5.0,14.0,2,0,321.08,17.0,1.0,1.0
196949.0,38.0,0,38.0,5.0,7.0,27.0,0,1,478.0,15.0,1.0,1.0
185748.0,65.0,0,53.0,15.0,6.0,23.0,1,1,464.0,21.0,1.0,1.0
68186.0,37.0,0,25.0,25.0,3.0,6.0,0,1,225.0,2.0,1.0,1.0
182270.0,58.0,0,60.0,2.0,10.0,13.0,1,2,760.0,10.0,1.0,1.0
73275.0,48.0,0,29.0,1.0,8.0,30.0,2,2,604.0,16.0,1.0,1.0
21734.0,26.0,1,30.0,17.0,0.0,24.0,1,1,999.0,12.0,1.0,1.0
151040.0,33.0,1,5.0,12.0,1.0,22.0,2,1,705.0,24.0,1.0,1.0
32473.0,41.0,1,48.0,1.0,3.0,9.0,1,0,382.0,8.0,1.0,1.0
55060.0,60.0,1,18.0,25.0,7.0,17.0,1,0,782.0,10.0,1.0,1.0
125867.0,44.0,0,40.0,23.0,3.0,27.0,1,0,412.0,5.0,1.0,1.0
181633.0,18.0,0,23.0,13.0,1.0,2.0,0,0,325.0,21.0,1.0,1.0
60228.0,35.0,0,19.0,4.0,6.0,0.0,2,1,869.0,4.0,1.0,1.0
10083.0,48.0,0,30.0,4.0,3.0,19.0,2,2,402.0,19.0,1.0,1.0
129142.0,60.0,1,12.0,8.0,0.0,14.0,1,1,338.0,4.0,1.0,1.0
10115.0,54.0,1,50.0,29.0,3.0,14.0,0,0,870.0,16.0,1.0,1.0
134346.0,44.0,1,15.0,28.0,9.0,14.0,1,1,273.0,2.0,1.0,1.0
180977.0,44.0,0,1.0,19.0,7.0,27.0,0,1,680.0,16.0,1.0,1.0
138257.0,64.0,1,54.0,16.0,3.0,16.0,0,2,252.0,14.0,1.0,1.0
40419.0,57.0,1,40.0,22.0,8.0,20.0,1,0,977.0,14.0,1.0,1.0
178366.0,65.0,1,41.0,27.0,7.0,1.0,0,0,303.0,29.0,1.0,1.0
108910.0,42.0,0,10.0,6.0,9.0,6.0,1,1,444.0,4.0,1.0,1.0
132925.0,65.0,0,20.0,19.0,9.0,30.0,0,2,146.0,25.0,1.0,1.0
69948.0,51.0,1,13.0,3.0,6.0,9.0,0,1,887.0,13.0,1.0,1.0
124630.0,53.0,0,54.0,15.0,6.0,15.0,1,2,936.0,11.0,1.0,1.0
46619.0,56.0,1,28.0,30.0,10.0,16.0,1,2,105.0,6.0,1.0,1.0
39743.0,57.0,1,44.0,16.0,9.0,27.0,2,0,311.0,6.0,1.0,1.0
240135.0,43.0,0,54.0,17.0,8.0,24.0,0,2,241.61,12.0,1.0,1.0
132365.0,57.0,0,14.0,29.0,3.0,17.0,2,1,900.0,3.0,1.0,1.0
202601.0,36.0,1,5.0,18.0,8.0,23.0,1,2,693.0,11.0,1.0,1.0
236380.0,58.0,1,18.0,17.0,1.0,7.0,0,1,525.46,13.0,1.0,1.0
129940.0,29.0,0,6.0,24.0,0.0,10.0,0,2,105.0,6.0,1.0,1.0
200560.0,48.0,0,34.0,13.0,10.0,4.0,1,1,622.0,25.0,1.0,1.0
138888.0,54.0,1,12.0,16.0,9.0,30.0,0,1,437.0,8.0,1.0,1.0
19279.0,44.0,0,41.0,30.0,7.0,8.0,0,0,284.0,20.0,1.0,1.0
95018.0,32.0,1,44.0,6.0,10.0,24.0,0,1,767.0,26.0,1.0,1.0
121830.0,27.0,0,55.0,20.0,0.0,29.0,0,2,124.0,5.0,1.0,1.0
27132.0,40.0,1,5.0,10.0,8.0,25.0,1,2,603.0,1.0,1.0,1.0
224855.0,48.0,0,17.0,5.0,4.0,8.0,0,0,594.23,5.0,1.0,1.0
20929.0,25.0,1,20.0,5.0,2.0,13.0,2,2,125.0,20.0,1.0,1.0
132647.0,24.0,0,22.0,9.0,6.0,9.0,1,0,524.0,21.0,1.0,1.0
70092.0,45.0,0,55.0,16.0,9.0,2.0,0,0,253.0,20.0,1.0,1.0
173805.0,45.0,0,8.0,15.0,9.0,4.0,1,2,997.0,30.0,1.0,1.0
232974.0,61.0,1,10.0,14.0,5.0,20.0,0,1,587.19,1.0,1.0,1.0
58853.0,50.0,0,9.0,3.0,9.0,12.0,0,1,682.0,12.0,1.0,1.0
123601.0,35.0,0,24.0,22.0,0.0,2.0,2,1,969.0,9.0,1.0,1.0
123520.0,26.0,0,45.0,1.0,7.0,18.0,1,1,796.0,18.0,1.0,1.0
180420.0,37.0,0,15.0,19.0,10.0,15.0,2,1,892.0,12.0,1.0,1.0
173234.0,23.0,0,26.0,29.0,5.0,30.0,0,2,798.0,20.0,1.0,1.0
232739.0,18.0,0,51.0,28.0,4.0,15.0,2,1,922.25,12.0,1.0,1.0
176302.0,60.0,0,44.0,29.0,10.0,14.0,2,1,648.0,9.0,1.0,1.0
193199.0,24.0,1,2.0,26.0,2.0,26.0,1,0,501.0,15.0,1.0,1.0
213976.0,30.0,1,50.0,9.0,9.0,18.0,2,2,193.03,25.0,1.0,1.0
123871.0,63.0,1,52.0,29.0,10.0,1.0,0,2,444.0,22.0,1.0,1.0
132062.0,28.0,1,16.0,5.0,2.0,13.0,1,0,866.0,20.0,1.0,1.0
50546.0,23.0,0,43.0,2.0,7.0,18.0,1,1,997.0,11.0,1.0,1.0
43478.0,25.0,0,49.0,16.0,1.0,3.0,2,1,291.0,5.0,1.0,1.0
75557.0,29.0,0,26.0,25.0,7.0,21.0,2,1,863.0,29.0,1.0,1.0
169082.0,32.0,1,27.0,17.0,7.0,23.0,1,0,462.0,29.0,1.0,1.0
21097.0,23.0,0,59.0,14.0,7.0,23.0,0,1,898.0,23.0,1.0,1.0
126534.0,60.0,1,6.0,9.0,5.0,19.0,2,2,308.0,17.0,1.0,1.0
197786.0,28.0,1,9.0,13.0,10.0,30.0,0,1,967.0,12.0,1.0,1.0
186811.0,30.0,0,24.0,10.0,8.0,4.0,1,2,213.0,26.0,1.0,1.0
98586.0,21.0,1,31.0,11.0,5.0,5.0,2,0,539.0,27.0,1.0,1.0
120411.0,50.0,0,29.0,25.0,1.0,19.0,0,2,102.0,18.0,1.0,1.0
51284.0,44.0,0,43.0,11.0,10.0,20.0,2,0,560.0,18.0,1.0,1.0
125827.0,39.0,1,53.0,7.0,10.0,1.0,2,0,555.0,12.0,1.0,1.0
214524.0,31.0,1,60.0,9.0,0.0,24.0,2,2,906.98,12.0,1.0,1.0
235958.0,38.0,0,17.0,11.0,2.0,12.0,0,0,139.45,2.0,1.0,1.0
183190.0,26.0,0,20.0,7.0,2.0,25.0,1,2,789.0,15.0,1.0,1.0
149525.0,52.0,0,16.0,16.0,6.0,26.0,1,2,178.0,13.0,1.0,1.0
60720.0,49.0,0,32.0,21.0,7.0,21.0,0,2,928.0,24.0,1.0,1.0
146228.0,50.0,1,57.0,7.0,0.0,7.0,2,1,142.0,21.0,1.0,1.0
43994.0,40.0,1,11.0,4.0,9.0,17.0,2,2,411.0,12.0,1.0,1.0
181805.0,19.0,1,14.0,8.0,0.0,14.0,2,1,368.0,22.0,1.0,1.0
104193.0,38.0,1,8.0,9.0,4.0,15.0,1,2,222.0,25.0,1.0,1.0
217618.0,48.0,0,41.0,8.0,1.0,2.0,2,0,115.74,18.0,1.0,1.0
74284.0,61.0,0,39.0,7.0,7.0,6.0,0,2,346.0,30.0,1.0,1.0
130279.0,29.0,1,31.0,11.0,8.0,22.0,0,0,395.0,11.0,1.0,1.0
107080.0,32.0,0,8.0,19.0,10.0,11.0,0,1,641.0,29.0,1.0,1.0
151429.0,34.0,0,10.0,23.0,3.0,19.0,0,1,188.0,28.0,1.0,1.0
147970.0,28.0,0,15.0,1.0,7.0,30.0,0,0,770.0,20.0,1.0,1.0
79898.0,57.0,0,55.0,16.0,4.0,3.0,1,0,735.0,13.0,1.0,1.0
76454.0,61.0,0,24.0,15.0,10.0,9.0,2,0,240.0,6.0,1.0,1.0
195173.0,28.0,1,27.0,29.0,4.0,23.0,1,1,439.0,25.0,1.0,1.0
99670.0,40.0,0,54.0,28.0,7.0,10.0,2,2,654.0,12.0,1.0,1.0
238654.0,45.0,1,1.0,9.0,3.0,15.0,0,1,227.88,19.0,1.0,1.0
48413.0,34.0,1,47.0,30.0,10.0,7.0,2,0,653.0,3.0,1.0,1.0
202802.0,63.0,0,58.0,13.0,6.0,23.0,2,2,534.0,11.0,1.0,1.0
33852.0,60.0,1,9.0,13.0,5.0,16.0,1,1,842.0,13.0,1.0,1.0
140975.0,50.0,0,51.0,29.0,7.0,15.0,1,0,141.0,14.0,1.0,1.0
76335.0,19.0,1,8.0,25.0,2.0,26.0,1,1,674.0,17.0,1.0,1.0
250748.0,21.0,0,15.0,23.0,3.0,8.0,0,1,987.14,26.0,1.0,1.0
255441.0,51.0,1,38.0,4.0,2.0,6.0,2,0,175.37,2.0,1.0,1.0
193022.0,60.0,1,11.0,20.0,8.0,21.0,1,0,130.0,28.0,1.0,1.0
15366.0,45.0,1,36.0,9.0,7.0,5.0,2,0,476.0,23.0,1.0,1.0
229053.0,30.0,0,24.0,9.0,8.0,27.0,2,2,872.64,17.0,1.0,1.0
32437.0,55.0,1,24.0,1.0,7.0,13.0,1,1,109.0,15.0,1.0,1.0
164069.0,22.0,0,49.0,30.0,4.0,12.0,2,2,321.0,12.0,1.0,1.0
245624.0,30.0,0,7.0,12.0,4.0,19.0,1,2,933.71,17.0,1.0,1.0
177645.0,30.0,0,43.0,5.0,7.0,10.0,2,2,191.0,15.0,1.0,1.0
135482.0,32.0,1,50.0,22.0,7.0,20.0,1,0,249.0,7.0,1.0,1.0
83025.0,33.0,0,31.0,20.0,4.0,12.0,1,2,502.0,19.0,1.0,1.0
60971.0,56.0,0,56.0,22.0,9.0,14.0,2,2,871.0,6.0,1.0,1.0
258319.0,46.0,1,56.0,16.0,9.0,16.0,0,1,821.58,6.0,1.0,1.0
229694.0,22.0,0,7.0,11.0,7.0,27.0,1,0,850.73,6.0,1.0,1.0
129230.0,57.0,0,48.0,27.0,3.0,28.0,2,2,718.0,23.0,1.0,1.0
219997.0,30.0,1,31.0,4.0,10.0,13.0,0,0,332.04,5.0,1.0,1.0
237260.0,56.0,1,52.0,15.0,9.0,22.0,1,0,114.96,3.0,1.0,1.0
209970.0,62.0,1,38.0,11.0,0.0,8.0,1,1,876.95,11.0,1.0,1.0
90745.0,20.0,0,51.0,12.0,5.0,11.0,2,1,401.0,14.0,1.0,1.0
148900.0,50.0,0,5.0,1.0,4.0,25.0,2,1,949.0,10.0,1.0,1.0
253307.0,52.0,0,39.0,10.0,1.0,9.0,2,1,133.6,1.0,1.0,1.0
28826.0,51.0,0,32.0,23.0,5.0,0.0,2,1,972.0,11.0,1.0,1.0
252702.0,61.0,1,54.0,4.0,2.0,12.0,2,1,797.4,21.0,1.0,1.0
147604.0,19.0,0,38.0,27.0,9.0,18.0,0,1,111.0,4.0,1.0,1.0
188198.0,25.0,0,56.0,19.0,9.0,21.0,2,2,456.0,20.0,1.0,1.0
45498.0,18.0,0,35.0,28.0,4.0,24.0,2,1,281.0,6.0,1.0,1.0
91375.0,44.0,1,17.0,13.0,5.0,27.0,2,0,989.0,23.0,1.0,1.0
251796.0,56.0,1,48.0,10.0,8.0,19.0,2,1,280.2,14.0,1.0,1.0
234368.0,35.0,1,56.0,1.0,6.0,14.0,2,0,471.8,25.0,1.0,1.0
194959.0,48.0,0,13.0,1.0,2.0,18.0,2,0,265.0,29.0,1.0,1.0
12251.0,27.0,1,2.0,3.0,4.0,9.0,1,1,773.0,21.0,1.0,1.0
136990.0,35.0,1,16.0,26.0,5.0,28.0,2,2,778.0,18.0,1.0,1.0
243798.0,37.0,1,47.0,18.0,4.0,22.0,1,2,936.25,23.0,1.0,1.0
61623.0,34.0,1,19.0,10.0,8.0,27.0,0,0,182.0,2.0,1.0,1.0
19075.0,24.0,1,24.0,10.0,2.0,23.0,2,1,493.0,25.0,1.0,1.0
134278.0,31.0,1,31.0,1.0,5.0,13.0,2,2,836.0,6.0,1.0,1.0
49832.0,53.0,0,2.0,23.0,6.0,26.0,2,2,175.0,29.0,1.0,1.0
242307.0,25.0,0,50.0,7.0,1.0,22.0,1,2,914.59,17.0,1.0,1.0
123387.0,27.0,0,57.0,27.0,0.0,25.0,0,1,368.0,26.0,1.0,1.0
125076.0,53.0,0,45.0,19.0,2.0,1.0,1,1,986.0,21.0,1.0,1.0
156886.0,42.0,1,33.0,16.0,0.0,10.0,2,2,229.0,2.0,1.0,1.0
182913.0,23.0,1,58.0,12.0,5.0,28.0,2,0,743.0,27.0,1.0,1.0
105112.0,33.0,1,56.0,10.0,4.0,19.0,1,1,655.0,3.0,1.0,1.0
171825.0,64.0,1,22.0,21.0,0.0,23.0,1,0,557.0,23.0,1.0,1.0
185063.0,58.0,1,28.0,18.0,4.0,10.0,2,2,508.0,29.0,1.0,1.0
216999.0,30.0,1,54.0,9.0,8.0,23.0,0,1,987.94,19.0,1.0,1.0
113118.0,63.0,0,51.0,11.0,4.0,16.0,2,1,477.0,1.0,1.0,1.0
163176.0,35.0,1,56.0,14.0,7.0,11.0,1,1,802.0,11.0,1.0,1.0
255293.0,25.0,0,40.0,1.0,9.0,0.0,1,1,972.35,8.0,1.0,1.0
91085.0,63.0,0,10.0,8.0,0.0,19.0,1,0,833.0,21.0,1.0,1.0
128992.0,47.0,0,18.0,28.0,1.0,10.0,0,1,127.0,19.0,1.0,1.0
90240.0,61.0,0,1.0,25.0,1.0,27.0,1,2,284.0,26.0,1.0,1.0
220503.0,59.0,0,60.0,18.0,7.0,4.0,1,0,299.31,18.0,1.0,1.0
21029.0,61.0,1,6.0,24.0,9.0,12.0,1,0,683.0,30.0,1.0,1.0
54901.0,50.0,1,58.0,18.0,7.0,19.0,0,0,818.0,2.0,1.0,1.0
35068.0,25.0,1,7.0,5.0,10.0,0.0,0,2,836.0,27.0,1.0,1.0
2911.0,64.0,0,55.0,19.0,7.0,9.0,1,1,464.0,19.0,1.0,1.0
178852.0,24.0,0,1.0,24.0,4.0,28.0,2,2,694.0,10.0,1.0,1.0
124017.0,25.0,1,13.0,14.0,10.0,9.0,2,0,768.0,24.0,1.0,1.0
31270.0,18.0,0,59.0,27.0,6.0,5.0,1,0,578.0,25.0,1.0,1.0
46702.0,26.0,0,59.0,30.0,1.0,4.0,2,1,251.0,3.0,1.0,1.0
229285.0,59.0,0,28.0,22.0,10.0,26.0,2,0,331.56,22.0,1.0,1.0
65059.0,35.0,0,34.0,18.0,2.0,23.0,2,2,887.0,26.0,1.0,1.0
44072.0,54.0,1,15.0,6.0,4.0,21.0,1,0,923.0,10.0,1.0,1.0
204944.0,26.0,1,27.0,3.0,3.0,25.0,0,1,861.38,21.0,1.0,1.0
142833.0,46.0,1,42.0,26.0,1.0,6.0,2,0,158.0,20.0,1.0,1.0
167240.0,32.0,0,53.0,19.0,5.0,1.0,0,2,284.0,11.0,1.0,1.0
242696.0,52.0,1,12.0,3.0,6.0,3.0,2,2,983.05,15.0,1.0,1.0
53123.0,60.0,0,57.0,22.0,5.0,1.0,0,1,110.0,3.0,1.0,1.0
197714.0,54.0,0,59.0,18.0,4.0,7.0,0,2,158.0,22.0,1.0,1.0
83538.0,59.0,0,55.0,19.0,3.0,14.0,1,2,234.0,9.0,1.0,1.0
9383.0,40.0,1,16.0,14.0,10.0,22.0,0,0,241.0,20.0,1.0,1.0
56943.0,65.0,0,17.0,30.0,5.0,24.0,1,1,255.0,10.0,1.0,1.0
242507.0,53.0,0,57.0,29.0,10.0,30.0,0,0,419.18,17.0,1.0,1.0
90079.0,33.0,1,47.0,13.0,1.0,6.0,2,1,762.0,5.0,1.0,1.0
186983.0,35.0,0,11.0,30.0,6.0,26.0,2,1,547.0,19.0,1.0,1.0
143426.0,64.0,0,56.0,12.0,10.0,16.0,2,0,900.0,17.0,1.0,1.0
229154.0,63.0,1,19.0,7.0,3.0,25.0,1,0,137.82,7.0,1.0,1.0
69050.0,24.0,1,29.0,15.0,1.0,28.0,2,2,672.0,12.0,1.0,1.0
116036.0,49.0,1,46.0,22.0,3.0,23.0,2,1,345.0,23.0,1.0,1.0
219308.0,33.0,1,15.0,5.0,10.0,9.0,1,0,667.91,14.0,1.0,1.0
26563.0,18.0,1,42.0,25.0,4.0,21.0,2,1,567.0,5.0,1.0,1.0
86025.0,43.0,1,39.0,25.0,8.0,7.0,0,1,239.0,30.0,1.0,1.0
66740.0,22.0,0,5.0,9.0,3.0,16.0,1,1,940.0,28.0,1.0,1.0
203641.0,50.0,0,22.0,20.0,10.0,15.0,1,0,486.0,10.0,1.0,1.0
139463.0,21.0,0,54.0,12.0,7.0,5.0,1,0,978.0,11.0,1.0,1.0
76711.0,48.0,0,25.0,14.0,4.0,2.0,0,1,828.0,6.0,1.0,1.0
4733.0,38.0,1,36.0,8.0,3.0,21.0,0,2,108.0,12.0,1.0,1.0
125769.0,35.0,0,13.0,5.0,0.0,29.0,2,1,192.0,1.0,1.0,1.0
247517.0,56.0,0,10.0,25.0,3.0,16.0,2,0,669.61,3.0,1.0,1.0
186790.0,37.0,0,25.0,15.0,6.0,10.0,0,2,837.0,19.0,1.0,1.0
147642.0,48.0,1,10.0,17.0,5.0,28.0,0,0,200.0,26.0,1.0,1.0
195402.0,53.0,1,30.0,2.0,10.0,2.0,2,1,664.0,6.0,1.0,1.0
112584.0,48.0,1,22.0,17.0,2.0,20.0,1,2,173.0,25.0,1.0,1.0
11428.0,51.0,0,21.0,7.0,2.0,29.0,0,1,179.0,10.0,1.0,1.0
245532.0,47.0,1,3.0,23.0,10.0,2.0,2,1,657.91,16.0,1.0,1.0
236148.0,64.0,1,7.0,4.0,4.0,27.0,0,0,955.76,10.0,1.0,1.0
103560.0,64.0,1,28.0,27.0,1.0,28.0,1,2,672.0,24.0,1.0,1.0
136512.0,50.0,0,28.0,20.0,6.0,20.0,2,2,915.0,3.0,1.0,1.0
103835.0,63.0,0,7.0,2.0,8.0,9.0,2,0,638.0,17.0,1.0,1.0
51942.0,36.0,0,33.0,12.0,3.0,22.0,0,1,957.0,15.0,1.0,1.0
211917.0,55.0,0,59.0,28.0,9.0,0.0,0,0,956.72,6.0,1.0,1.0
87237.0,42.0,1,55.0,23.0,10.0,30.0,2,0,384.0,17.0,1.0,1.0
136954.0,23.0,0,26.0,16.0,1.0,20.0,0,1,583.0,10.0,1.0,1.0
198934.0,30.0,1,27.0,20.0,9.0,15.0,2,2,343.0,30.0,1.0,1.0
162872.0,35.0,1,60.0,29.0,7.0,11.0,0,1,514.0,12.0,1.0,1.0
37379.0,51.0,0,50.0,19.0,5.0,3.0,0,1,188.0,12.0,1.0,1.0
54623.0,26.0,1,5.0,11.0,2.0,14.0,0,0,919.0,24.0,1.0,1.0
147781.0,33.0,1,44.0,8.0,10.0,16.0,2,1,258.0,29.0,1.0,1.0
14433.0,31.0,0,47.0,13.0,5.0,17.0,2,2,337.0,25.0,1.0,1.0
12084.0,39.0,0,21.0,3.0,2.0,27.0,0,0,994.0,1.0,1.0,1.0
54263.0,52.0,0,12.0,23.0,7.0,1.0,2,2,395.0,27.0,1.0,1.0
162950.0,24.0,0,58.0,21.0,2.0,1.0,0,2,258.0,25.0,1.0,1.0
153492.0,29.0,0,18.0,28.0,3.0,12.0,1,2,233.0,10.0,1.0,1.0
252914.0,40.0,1,43.0,22.0,1.0,29.0,0,2,577.95,17.0,1.0,1.0
73672.0,35.0,0,27.0,15.0,3.0,24.0,1,0,255.0,19.0,1.0,1.0
188484.0,31.0,0,58.0,4.0,3.0,18.0,2,1,642.0,14.0,1.0,1.0
97998.0,57.0,1,51.0,5.0,0.0,20.0,2,0,173.0,23.0,1.0,1.0
12286.0,30.0,1,6.0,28.0,7.0,15.0,0,0,773.0,5.0,1.0,1.0
204610.0,24.0,0,34.0,23.0,8.0,18.0,0,1,135.47,11.0,1.0,1.0
201909.0,27.0,0,13.0,1.0,3.0,16.0,0,1,303.0,8.0,1.0,1.0
208869.0,19.0,0,36.0,29.0,9.0,5.0,2,0,844.16,5.0,1.0,1.0
216219.0,40.0,1,31.0,26.0,4.0,15.0,1,1,448.46,1.0,1.0,1.0
233527.0,61.0,1,18.0,7.0,9.0,8.0,1,0,884.38,13.0,1.0,1.0
199737.0,64.0,0,45.0,17.0,4.0,3.0,2,2,865.0,29.0,1.0,1.0
157152.0,31.0,0,13.0,3.0,0.0,30.0,1,0,723.0,8.0,1.0,1.0
245088.0,62.0,0,38.0,25.0,1.0,23.0,0,1,560.09,15.0,1.0,1.0
36849.0,33.0,0,8.0,19.0,2.0,0.0,0,2,714.0,19.0,1.0,1.0
182538.0,19.0,0,12.0,25.0,9.0,10.0,1,2,745.0,24.0,1.0,1.0
41555.0,38.0,1,53.0,27.0,8.0,16.0,1,1,777.0,10.0,1.0,1.0
167985.0,62.0,0,11.0,21.0,2.0,30.0,0,0,570.0,28.0,1.0,1.0
237660.0,28.0,0,60.0,12.0,6.0,19.0,1,2,336.67,20.0,1.0,1.0
83695.0,21.0,0,27.0,27.0,9.0,10.0,0,0,502.0,10.0,1.0,1.0
75131.0,20.0,0,3.0,25.0,8.0,21.0,1,0,330.0,26.0,1.0,1.0
238498.0,53.0,1,8.0,21.0,8.0,0.0,2,0,907.63,11.0,1.0,1.0
84204.0,51.0,1,17.0,12.0,10.0,15.0,1,0,831.0,20.0,1.0,1.0
3450.0,21.0,0,20.0,9.0,4.0,8.0,0,0,651.0,28.0,1.0,1.0
100522.0,59.0,1,27.0,2.0,9.0,28.0,2,2,771.0,5.0,1.0,1.0
70736.0,49.0,0,7.0,4.0,8.0,22.0,0,0,145.0,21.0,1.0,1.0
223940.0,42.0,0,29.0,23.0,6.0,4.0,2,1,670.51,30.0,1.0,1.0
39516.0,46.0,0,45.0,5.0,1.0,14.0,1,0,945.0,30.0,1.0,1.0
240206.0,59.0,0,23.0,30.0,8.0,7.0,2,1,425.18,1.0,1.0,1.0
227637.0,23.0,1,14.0,26.0,3.0,25.0,2,2,714.7,1.0,1.0,1.0
210137.0,39.0,0,12.0,21.0,3.0,29.0,2,2,497.92,14.0,1.0,1.0
242961.0,57.0,1,57.0,4.0,6.0,15.0,1,1,896.28,10.0,1.0,1.0
133809.0,54.0,1,38.0,17.0,1.0,18.0,2,0,534.0,17.0,1.0,1.0
250339.0,42.0,0,17.0,15.0,10.0,4.0,1,0,386.49,16.0,1.0,1.0
56380.0,32.0,1,15.0,18.0,5.0,8.0,2,1,663.0,3.0,1.0,1.0
196666.0,48.0,1,43.0,3.0,5.0,4.0,2,2,608.0,21.0,1.0,1.0
102536.0,35.0,0,15.0,4.0,0.0,18.0,1,2,512.0,20.0,1.0,1.0
110589.0,56.0,1,1.0,13.0,1.0,27.0,0,2,537.0,1.0,1.0,1.0
192893.0,57.0,1,2.0,22.0,9.0,1.0,2,1,364.0,19.0,1.0,1.0
200188.0,32.0,0,39.0,19.0,4.0,30.0,2,1,892.0,24.0,1.0,1.0
168490.0,47.0,0,19.0,29.0,7.0,11.0,2,0,172.0,13.0,1.0,1.0
1660.0,42.0,0,19.0,18.0,10.0,12.0,0,2,359.0,25.0,1.0,1.0
218036.0,40.0,0,45.0,10.0,6.0,8.0,1,0,193.32,11.0,1.0,1.0
110232.0,57.0,1,21.0,23.0,2.0,15.0,1,2,530.0,17.0,1.0,1.0
154581.0,32.0,1,12.0,23.0,10.0,14.0,0,0,279.0,22.0,1.0,1.0
173624.0,21.0,1,23.0,2.0,2.0,5.0,0,0,719.0,19.0,1.0,1.0
175707.0,64.0,1,28.0,12.0,4.0,23.0,1,0,885.0,1.0,1.0,1.0
199999.0,47.0,0,12.0,14.0,5.0,7.0,2,0,101.0,15.0,1.0,1.0
163383.0,36.0,0,39.0,25.0,2.0,3.0,0,2,360.0,10.0,1.0,1.0
204130.0,30.0,1,58.0,3.0,1.0,2.0,2,1,166.15,20.0,1.0,1.0
179770.0,43.0,1,21.0,10.0,9.0,10.0,0,1,703.0,4.0,1.0,1.0
248212.0,30.0,1,17.0,9.0,8.0,15.0,1,1,704.92,5.0,1.0,1.0
83753.0,24.0,1,42.0,25.0,10.0,3.0,1,1,502.0,2.0,1.0,1.0
112984.0,49.0,1,34.0,19.0,2.0,26.0,0,0,382.0,22.0,1.0,1.0
122938.0,39.0,1,59.0,12.0,10.0,29.0,2,0,302.0,23.0,1.0,1.0
144244.0,57.0,1,51.0,28.0,2.0,16.0,2,2,545.0,13.0,1.0,1.0
171577.0,25.0,0,46.0,23.0,3.0,7.0,0,0,916.0,25.0,1.0,1.0
139900.0,54.0,1,32.0,26.0,10.0,12.0,0,1,521.0,5.0,1.0,1.0
